Semester,Course ID,Course Name,Instructor,Enrollment,Max Capacity,Offered,A,B,C,D,F,Classroom Location,Class Capacity,Distance to IMU (m),Distance to Wells Library (m),Distance to Luddy Hall (m),Distance to Sample Gates (m),Latitude,Longitude,Preferred Location,Preferred Location Latitude,Preferred Location Longitude,Topics,Keywords,Class Start Time,Preferred Location Time
2021 Spring,INFO-I119,Course 19,Dr. Brown,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Software Engineering,"testing, programming, debugging, software design, agile",09:51,09:57
2021 Spring,INFO-I120,Course 20,Dr. Jones,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Read,39.16622221,-86.51488147,Data Science,"visualization, big data, statistics, data analysis, machine learning",10:53,11:02
2021 Spring,INFO-I121,Course 21,Dr. Brown,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Wells Library,39.1724,-86.5168,Data Science,"big data, data analysis, visualization, machine learning, statistics",09:06,09:13
2021 Spring,INFO-I122,Course 22,Dr. Williams,83,100,TRUE,45,18,9,4,7,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Bookmarket,39.171,-86.5168,Software Engineering,"debugging, programming, software design, testing, agile",10:14,10:22
2021 Spring,INFO-I123,Course 23,Dr. Jones,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,Software Engineering,"debugging, programming, testing, agile, software design",16:51,16:58
2021 Spring,INFO-I124,Course 24,Dr. Smith,102,100,TRUE,57,9,17,6,13,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Information Systems,"enterprise systems, IT management, networking, databases, cloud computing",16:15,16:22
2021 Spring,INFO-I125,Course 25,Dr. Smith,73,50,TRUE,40,21,6,2,4,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Union Street,39.17137812,-86.50945125,Software Engineering,"programming, debugging, software design, testing, agile",15:18,15:26
2021 Spring,INFO-I126,Course 26,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Data Science,"machine learning, statistics, visualization, big data, data analysis",10:23,10:29
2021 Spring,INFO-I127,Course 27,Dr. Williams,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,McNutt,39.1763,-86.5202,Information Systems,"IT management, cloud computing, databases, enterprise systems, networking",19:05,19:11
2021 Spring,INFO-I128,Course 28,Dr. Johnson,111,50,TRUE,50,21,18,4,18,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,McNutt,39.1763,-86.5202,Data Science,"visualization, big data, statistics, data analysis, machine learning",13:20,13:25
2021 Spring,INFO-I129,Course 29,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,AI/ML,"deep learning, natural language processing, AI ethics, neural networks, reinforcement learning",09:18,09:24
2021 Spring,INFO-I130,Course 30,Dr. Johnson,104,50,TRUE,81,4,11,5,3,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Luddy Hall,39.17288318,-86.52334277,AI/ML,"AI ethics, neural networks, natural language processing, deep learning, reinforcement learning",10:45,10:55
2021 Spring,INFO-I131,Course 31,Dr. Smith,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Collins,39.1708,-86.5237,Data Science,"statistics, machine learning, big data, visualization, data analysis",10:34,10:39
2021 Spring,INFO-I132,Course 32,Dr. Williams,129,150,TRUE,99,9,6,10,5,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Collins,39.1708,-86.5237,Software Engineering,"testing, agile, programming, debugging, software design",11:33,11:38
2021 Spring,INFO-I133,Course 33,Dr. Jones,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,AI/ML,"reinforcement learning, neural networks, deep learning, AI ethics, natural language processing",10:47,10:52
2021 Spring,INFO-I134,Course 34,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Data Science,"data analysis, visualization, big data, machine learning, statistics",11:55,12:03
2021 Spring,INFO-I135,Course 35,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,Information Systems,"networking, IT management, enterprise systems, databases, cloud computing",12:03,12:12
2021 Spring,INFO-I136,Course 36,Dr. Jones,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Bookmarket,39.171,-86.5168,Data Science,"big data, visualization, data analysis, statistics, machine learning",17:24,17:29
2021 Spring,INFO-I137,Course 37,Dr. Johnson,135,50,TRUE,76,27,13,10,9,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Union Street,39.17137812,-86.50945125,AI/ML,"natural language processing, AI ethics, deep learning, neural networks, reinforcement learning",14:20,14:28
2021 Spring,INFO-I138,Course 38,Dr. Smith,101,150,TRUE,49,29,0,16,7,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Read,39.16622221,-86.51488147,Data Science,"data analysis, machine learning, statistics, big data, visualization",15:17,15:27
2021 Spring,INFO-I139,Course 39,Dr. Smith,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Wells Library,39.1724,-86.5168,AI/ML,"AI ethics, deep learning, neural networks, natural language processing, reinforcement learning",14:59,15:04
2021 Spring,INFO-I140,Course 40,Dr. Jones,47,100,TRUE,23,9,3,7,5,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,Union Street,39.17137812,-86.50945125,Data Science,"big data, machine learning, data analysis, visualization, statistics",15:24,15:34
2021 Spring,INFO-I141,Course 41,Dr. Jones,61,100,TRUE,50,1,1,1,8,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,Information Systems,"databases, IT management, networking, enterprise systems, cloud computing",17:53,17:58
2021 Spring,INFO-I142,Course 42,Dr. Smith,145,100,TRUE,53,40,22,26,4,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,Data Science,"big data, data analysis, machine learning, visualization, statistics",09:02,09:08
2021 Spring,INFO-I143,Course 43,Dr. Johnson,64,100,TRUE,39,3,15,1,6,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,HCI,"user experience, interface design, human factors, interaction design, usability testing",13:14,13:21
2021 Spring,INFO-I144,Course 44,Dr. Williams,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"statistics, big data, data analysis, visualization, machine learning",13:13,13:18
2021 Spring,INFO-I145,Course 45,Dr. Brown,136,50,TRUE,60,31,18,9,18,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Union Street,39.17137812,-86.50945125,Cybersecurity,"penetration testing, encryption, cyber threats, network security, risk management",09:43,09:52
2021 Spring,INFO-I146,Course 46,Dr. Williams,24,50,TRUE,10,7,2,3,2,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Luddy Hall,39.17288318,-86.52334277,Data Science,"machine learning, big data, statistics, visualization, data analysis",18:30,18:38
2021 Spring,INFO-I147,Course 47,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,HCI,"interface design, human factors, user experience, interaction design, usability testing",12:12,12:21
2021 Spring,INFO-I148,Course 48,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Data Science,"machine learning, data analysis, big data, visualization, statistics",11:06,11:13
2021 Spring,INFO-I149,Course 49,Dr. Brown,82,100,TRUE,44,5,14,11,8,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Forest,39.16469636,-86.51291367,Data Science,"statistics, visualization, machine learning, big data, data analysis",11:18,11:26
2021 Spring,INFO-I150,Course 50,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Forest,39.16469636,-86.51291367,Data Science,"statistics, machine learning, big data, visualization, data analysis",14:28,14:38
2022 Spring,INFO-I101,Course 1,Dr. Brown,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,AI/ML,"AI ethics, deep learning, neural networks, reinforcement learning, natural language processing",19:22,19:27
2022 Spring,INFO-I102,Course 2,Dr. Jones,17,50,TRUE,10,4,0,1,2,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,IMU,39.1677,-86.5237,Software Engineering,"debugging, testing, software design, programming, agile",14:00,14:09
2022 Spring,INFO-I103,Course 3,Dr. Smith,11,100,TRUE,7,1,2,1,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Wells Library,39.1724,-86.5168,Cybersecurity,"risk management, encryption, network security, penetration testing, cyber threats",13:09,13:14
2022 Spring,INFO-I104,Course 4,Dr. Smith,95,50,TRUE,43,15,21,6,10,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Union Street,39.17137812,-86.50945125,AI/ML,"deep learning, neural networks, natural language processing, reinforcement learning, AI ethics",16:28,16:34
2022 Spring,INFO-I105,Course 5,Dr. Brown,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Information Systems,"networking, enterprise systems, IT management, databases, cloud computing",12:14,12:21
2022 Spring,INFO-I106,Course 6,Dr. Williams,116,50,TRUE,44,37,8,16,11,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"agile, software design, programming, testing, debugging",17:01,17:06
2022 Spring,INFO-I107,Course 7,Dr. Brown,77,50,TRUE,42,14,15,6,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Cybersecurity,"cyber threats, encryption, risk management, penetration testing, network security",09:59,10:05
2022 Spring,INFO-I108,Course 8,Dr. Smith,21,50,TRUE,15,2,2,1,1,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Read,39.16622221,-86.51488147,AI/ML,"natural language processing, AI ethics, neural networks, reinforcement learning, deep learning",12:01,12:09
2022 Spring,INFO-I109,Course 9,Dr. Jones,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,Data Science,"statistics, data analysis, visualization, big data, machine learning",19:06,19:15
2022 Spring,INFO-I110,Course 10,Dr. Jones,125,100,TRUE,52,37,5,13,18,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Read,39.16622221,-86.51488147,Data Science,"machine learning, statistics, data analysis, big data, visualization",16:31,16:41
2022 Spring,INFO-I111,Course 11,Dr. Smith,49,100,TRUE,29,12,2,2,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,McNutt,39.1763,-86.5202,Software Engineering,"programming, agile, software design, debugging, testing",16:51,17:01
2022 Spring,INFO-I112,Course 12,Dr. Williams,55,100,TRUE,34,2,11,1,7,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Software Engineering,"software design, testing, debugging, agile, programming",15:40,15:49
2022 Spring,INFO-I113,Course 13,Dr. Johnson,37,50,TRUE,25,10,0,0,2,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,AI/ML,"neural networks, natural language processing, deep learning, AI ethics, reinforcement learning",13:28,13:34
2022 Spring,INFO-I114,Course 14,Dr. Williams,132,100,TRUE,89,5,4,16,18,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,AI/ML,"deep learning, AI ethics, reinforcement learning, natural language processing, neural networks",19:42,19:50
2022 Spring,INFO-I115,Course 15,Dr. Smith,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Data Science,"statistics, visualization, big data, machine learning, data analysis",17:20,17:26
2022 Spring,INFO-I116,Course 16,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,IMU,39.1677,-86.5237,Software Engineering,"testing, agile, programming, software design, debugging",14:32,14:37
2022 Spring,INFO-I117,Course 17,Dr. Williams,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Bookmarket,39.171,-86.5168,Data Science,"data analysis, statistics, visualization, big data, machine learning",11:31,11:38
2022 Spring,INFO-I118,Course 18,Dr. Smith,121,150,TRUE,58,37,21,0,5,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,Cybersecurity,"penetration testing, network security, encryption, risk management, cyber threats",11:19,11:27
2022 Spring,INFO-I119,Course 19,Dr. Jones,13,50,TRUE,7,2,2,1,1,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,IMU,39.1677,-86.5237,Information Systems,"networking, IT management, enterprise systems, databases, cloud computing",14:09,14:18
2022 Spring,INFO-I120,Course 20,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Union Street,39.17137812,-86.50945125,AI/ML,"reinforcement learning, deep learning, natural language processing, neural networks, AI ethics",13:12,13:19
2022 Spring,INFO-I121,Course 21,Dr. Johnson,109,50,TRUE,48,15,25,13,8,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,AI/ML,"AI ethics, reinforcement learning, deep learning, natural language processing, neural networks",12:06,12:12
2022 Spring,INFO-I122,Course 22,Dr. Brown,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Data Science,"machine learning, statistics, visualization, big data, data analysis",10:24,10:33
2022 Spring,INFO-I123,Course 23,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Luddy Hall,39.17288318,-86.52334277,AI/ML,"reinforcement learning, natural language processing, neural networks, AI ethics, deep learning",10:33,10:43
2022 Spring,INFO-I124,Course 24,Dr. Jones,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,IMU,39.1677,-86.5237,Software Engineering,"software design, testing, agile, debugging, programming",09:15,09:24
2022 Spring,INFO-I125,Course 25,Dr. Johnson,138,150,TRUE,57,35,23,19,4,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"debugging, software design, programming, testing, agile",17:14,17:21
2022 Spring,INFO-I126,Course 26,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,HCI,"interaction design, interface design, usability testing, human factors, user experience",13:36,13:43
2022 Spring,INFO-I127,Course 27,Dr. Brown,45,50,TRUE,25,10,3,1,6,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Union Street,39.17137812,-86.50945125,Information Systems,"enterprise systems, networking, databases, IT management, cloud computing",16:22,16:30
2022 Spring,INFO-I128,Course 28,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Forest,39.16469636,-86.51291367,Data Science,"big data, visualization, machine learning, statistics, data analysis",11:49,11:58
2022 Spring,INFO-I129,Course 29,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Software Engineering,"programming, software design, debugging, agile, testing",15:59,16:07
2022 Spring,INFO-I130,Course 30,Dr. Smith,143,100,TRUE,49,42,20,26,6,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,Information Systems,"cloud computing, enterprise systems, databases, networking, IT management",10:44,10:49
2022 Spring,INFO-I131,Course 31,Dr. Johnson,14,150,TRUE,10,1,1,0,2,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,Software Engineering,"software design, programming, agile, debugging, testing",19:29,19:39
2022 Spring,INFO-I132,Course 32,Dr. Brown,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Bookmarket,39.171,-86.5168,Software Engineering,"debugging, programming, agile, software design, testing",19:46,19:52
2022 Spring,INFO-I133,Course 33,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Forest,39.16469636,-86.51291367,Data Science,"big data, data analysis, statistics, machine learning, visualization",09:16,09:24
2022 Spring,INFO-I134,Course 34,Dr. Smith,60,150,TRUE,21,16,11,8,4,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Union Street,39.17137812,-86.50945125,AI/ML,"neural networks, natural language processing, deep learning, AI ethics, reinforcement learning",18:45,18:51
2022 Spring,INFO-I135,Course 35,Dr. Brown,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Forest,39.16469636,-86.51291367,HCI,"interaction design, interface design, usability testing, human factors, user experience",17:00,17:09
2022 Spring,INFO-I136,Course 36,Dr. Brown,92,50,TRUE,40,17,23,7,5,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Software Engineering,"agile, programming, testing, debugging, software design",16:59,17:04
2022 Spring,INFO-I137,Course 37,Dr. Jones,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Information Systems,"networking, databases, enterprise systems, IT management, cloud computing",19:26,19:36
2022 Spring,INFO-I138,Course 38,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,IMU,39.1677,-86.5237,Software Engineering,"debugging, software design, agile, testing, programming",17:07,17:16
2022 Spring,INFO-I139,Course 39,Dr. Johnson,91,50,TRUE,75,1,0,3,12,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Union Street,39.17137812,-86.50945125,HCI,"interface design, interaction design, human factors, user experience, usability testing",14:27,14:33
2022 Spring,INFO-I140,Course 40,Dr. Smith,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Collins,39.1708,-86.5237,HCI,"human factors, interaction design, usability testing, user experience, interface design",13:10,13:20
2022 Spring,INFO-I141,Course 41,Dr. Jones,45,100,TRUE,20,14,7,4,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Software Engineering,"programming, software design, agile, debugging, testing",16:24,16:33
2022 Spring,INFO-I142,Course 42,Dr. Jones,30,150,TRUE,15,10,5,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Union Street,39.17137812,-86.50945125,AI/ML,"reinforcement learning, deep learning, natural language processing, neural networks, AI ethics",18:30,18:37
2022 Spring,INFO-I143,Course 43,Dr. Brown,50,50,TRUE,28,10,3,2,7,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,McNutt,39.1763,-86.5202,Data Science,"machine learning, statistics, visualization, big data, data analysis",19:32,19:39
2022 Spring,INFO-I144,Course 44,Dr. Smith,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Bookmarket,39.171,-86.5168,Data Science,"machine learning, big data, statistics, visualization, data analysis",15:45,15:54
2022 Spring,INFO-I145,Course 45,Dr. Smith,99,150,TRUE,59,0,20,11,9,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Luddy Hall,39.17288318,-86.52334277,AI/ML,"deep learning, reinforcement learning, neural networks, natural language processing, AI ethics",14:53,15:01
2022 Spring,INFO-I146,Course 46,Dr. Brown,99,50,TRUE,60,26,2,7,4,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Data Science,"statistics, visualization, data analysis, machine learning, big data",11:37,11:47
2022 Spring,INFO-I147,Course 47,Dr. Johnson,0,0,FALSE,0,0,0,0,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Software Engineering,"software design, testing, agile, debugging, programming",17:28,17:33
2022 Spring,INFO-I148,Course 48,Dr. Johnson,116,100,TRUE,74,20,1,21,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Read,39.16622221,-86.51488147,Software Engineering,"programming, software design, testing, agile, debugging",10:05,10:14
2022 Spring,INFO-I149,Course 49,Dr. Jones,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Read,39.16622221,-86.51488147,HCI,"user experience, interaction design, interface design, usability testing, human factors",16:06,16:13
2022 Spring,INFO-I150,Course 50,Dr. Johnson,10,50,TRUE,6,2,1,0,1,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Bookmarket,39.171,-86.5168,HCI,"human factors, usability testing, interface design, user experience, interaction design",09:51,09:58
2023 Spring,INFO-I101,Course 1,Dr. Brown,71,50,TRUE,54,7,1,6,3,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Read,39.16622221,-86.51488147,Software Engineering,"programming, agile, software design, debugging, testing",18:14,18:19
2023 Spring,INFO-I102,Course 2,Dr. Smith,12,50,TRUE,6,2,3,0,1,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,AI/ML,"AI ethics, neural networks, natural language processing, reinforcement learning, deep learning",16:11,16:20
2023 Spring,INFO-I103,Course 3,Dr. Jones,137,100,TRUE,56,35,30,7,9,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Forest,39.16469636,-86.51291367,Data Science,"big data, data analysis, visualization, machine learning, statistics",19:48,19:57
2023 Spring,INFO-I104,Course 4,Dr. Smith,0,0,FALSE,0,0,0,0,0,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Collins,39.1708,-86.5237,AI/ML,"natural language processing, reinforcement learning, neural networks, AI ethics, deep learning",15:18,15:28
2023 Spring,INFO-I105,Course 5,Dr. Johnson,51,100,TRUE,26,13,1,7,4,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,McNutt,39.1763,-86.5202,Software Engineering,"software design, testing, debugging, programming, agile",15:16,15:22
2023 Spring,INFO-I106,Course 6,Dr. Smith,55,50,TRUE,31,14,2,2,6,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Software Engineering,"debugging, testing, programming, software design, agile",13:37,13:42
2023 Spring,INFO-I107,Course 7,Dr. Smith,0,0,FALSE,0,0,0,0,0,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,McNutt,39.1763,-86.5202,Data Science,"machine learning, statistics, data analysis, visualization, big data",18:22,18:31
2023 Spring,INFO-I108,Course 8,Dr. Jones,0,0,FALSE,0,0,0,0,0,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,IMU,39.1677,-86.5237,HCI,"interface design, usability testing, interaction design, user experience, human factors",11:28,11:38
2023 Spring,INFO-I109,Course 9,Dr. Brown,0,0,FALSE,0,0,0,0,0,Wells Library (LI),100,700,200,900,600,39.1724,-86.5168,Bookmarket,39.171,-86.5168,AI/ML,"reinforcement learning, neural networks, natural language processing, deep learning, AI ethics",10:21,10:31
2023 Spring,INFO-I110,Course 10,Dr. Brown,26,150,TRUE,20,3,2,0,1,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,Collins,39.1708,-86.5237,Data Science,"machine learning, big data, statistics, visualization, data analysis",15:48,15:58
2023 Spring,INFO-I111,Course 11,Dr. Brown,24,100,TRUE,10,8,3,0,3,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Wells Library,39.1724,-86.5168,Data Science,"big data, visualization, machine learning, statistics, data analysis",09:37,09:44
2023 Spring,INFO-I112,Course 12,Dr. Brown,46,150,TRUE,24,12,1,6,3,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,IMU,39.1677,-86.5237,Information Systems,"networking, IT management, cloud computing, enterprise systems, databases",19:19,19:27
2023 Spring,INFO-I113,Course 13,Dr. Williams,137,50,TRUE,68,42,7,19,1,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Collins,39.1708,-86.5237,Software Engineering,"debugging, programming, software design, agile, testing",09:22,09:31
2023 Spring,INFO-I114,Course 14,Dr. Smith,0,0,FALSE,0,0,0,0,0,Woodburn Hall (WH),80,500,800,1300,400,39.1681,-86.5199,Union Street,39.17137812,-86.50945125,AI/ML,"AI ethics, deep learning, neural networks, natural language processing, reinforcement learning",10:12,10:20
2023 Spring,INFO-I115,Course 15,Dr. Brown,19,100,TRUE,8,4,4,3,0,Jordan Hall (JH),90,600,300,850,500,39.1649,-86.5211,Forest,39.16469636,-86.51291367,Information Systems,"cloud computing, enterprise systems, databases, IT management, networking",11:37,11:43
2023 Spring,INFO-I116,Course 16,Dr. Brown,71,150,TRUE,25,19,17,3,7,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,McNutt,39.1763,-86.5202,Data Science,"big data, statistics, visualization, data analysis, machine learning",17:31,17:41
2023 Spring,INFO-I117,Course 17,Dr. Smith,0,0,FALSE,0,0,0,0,0,Kelley School (KS),200,1300,1000,200,1200,39.1724,-86.5194,IMU,39.1677,-86.5237,Software Engineering,"programming, testing, debugging, agile, software design",16:02,16:08
2023 Spring,INFO-I118,Course 18,Dr. Johnson,129,150,TRUE,83,7,21,14,4,Ballantine Hall (BH),150,400,700,1200,300,39.1661,-86.521,Bookmarket,39.171,-86.5168,Software Engineering,"programming, agile, testing, software design, debugging",15:26,15:33
2023 Spring,INFO-I119,Course 19,Dr. Brown,144,100,TRUE,105,10,17,10,2,Swain Hall (SW),75,650,450,1100,550,39.1648,-86.5242,McNutt,39.1763,-86.5202,Data Science,"machine learning, big data, visualization, data analysis, statistics",11:40,11:48
2023 Spring,INFO-I120,Course 20,Dr. Smith,87,50,TRUE,50,13,17,7,0,Psychology Building (PY),85,550,350,950,450,39.17251695,-86.52006939,Forest,39.16469636,-86.51291367,AI/ML,"AI ethics, natural language processing, neural networks, deep learning, reinforcement learning",18:41,18:48
2023 Spring,INFO-I121,Course 21,Dr. Johnson,98,100,TRUE,67,8,2,17,4,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Forest,39.16469636,-86.51291367,Data Science,"big data, statistics, visualization, machine learning, data analysis",13:47,13:52
2023 Spring,INFO-I122,Course 22,Dr. Smith,108,50,TRUE,71,10,5,17,5,Luddy Hall (LU),120,1200,900,100,1100,39.17288318,-86.52334277,Luddy Hall,39.17288318,-86.52334277,AI/ML,"AI ethics, neural networks, reinforcement learning, deep learning, natural language processing",15:51,15:58
